notation;prefLabel
LC01991;Ciências Sociais - Finança
LC01992;Ciências Sociais - Finança - Bancário
LC01993;Ciências Sociais - Finança - Crédito. Dívida. Empréstimos
LC01994;Ciências Sociais - Finança - Gestão de finanças. Finanças empresariais. Finanças corporativas
LC01995;Ciências Sociais - Finança - Câmbio. Finanças Internacionais. Sistema monetário internacional
LC01996;Ciências Sociais - Finança - Seguro
LC01997;Ciências Sociais - Finança - Investimento
LC01998;Ciências Sociais - Finança - Liquidez
LC01999;Ciências Sociais - Finança - Loterias
LC02000;Ciências Sociais - Finança - Dinheiro
LC02001;Ciências Sociais - Finança - Finanças pessoais
LC02002;Ciências Sociais - Finança - Serviços de confiança. Empresas de confiança
LC02003;Ciências Sociais - Indústrias. Uso da terra. Trabalho
LC02004;Ciências Sociais - Indústrias. Uso da terra. Trabalho - Agricultura
LC02005;Ciências Sociais - Indústrias. Uso da terra. Trabalho - Crescimento econômico
LC02006;Ciências Sociais - Indústrias. Uso da terra. Trabalho - Indústria
LC02007;Ciências Sociais - Indústrias. Uso da terra. Trabalho - Trabalho. Trabalhos. Classe operária
LC02008;Ciências Sociais - Indústrias. Uso da terra. Trabalho - Uso da terra
LC02009;Ciências Sociais - Indústrias. Uso da terra. Trabalho - Grande indústria. Sistema de fábrica. Grande negócio
LC02010;Ciências Sociais - Indústrias. Uso da terra. Trabalho - Gestão. Gestão Industrial
LC02011;Ciências Sociais - Indústrias. Uso da terra. Trabalho - Indústrias e negócios especiais
LC02012;Ciências Sociais - Finanças públicas
LC02013;Ciências Sociais - Finanças públicas - Administração customizada
LC02014;Ciências Sociais - Finanças públicas - Despesas. Gastos públicos
LC02015;Ciências Sociais - Finanças públicas - História
LC02016;Ciências Sociais - Finanças públicas - Receitas e despesas. Despesas
LC02017;Ciências Sociais - Finanças públicas - Finanças locais. Finanças municipais
LC02018;Ciências Sociais - Finanças públicas - Publicações periódicas. Serials. Por região ou país
LC02019;Ciências Sociais - Finanças públicas - Contabilidade pública. Auditoria
LC02020;Ciências Sociais - Finanças públicas - Dívidas públicas
LC02021;Ciências Sociais - Finanças públicas - Receita. Tributação. Receita interna
LC02022;Ciências Sociais - História e condições sociais. Problemas sociais. Reforma social
LC02023;Ciências Sociais - História e condições sociais. Problemas sociais. Reforma social - Centros comunitários. Centros sociais
LC02024;Ciências Sociais - História e condições sociais. Problemas sociais. Reforma social - A igreja e os problemas sociais
LC02025;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia
LC02026;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Acidentes. Prevenção de acidentes
LC02027;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Alcoolismo. Intemperança. Reforma da temperança
LC02028;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Feiras de caridade
LC02029;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Administração de justiça criminal
LC02030;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Criminologia
LC02031;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Degeneração
LC02032;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Hábitos de drogas. Abuso de drogas
LC02033;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Gerenciamento de Emergência
LC02034;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Serviços profissionais gratuitos
LC02035;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Trabalho social internacional
LC02036;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Poupança de vida
LC02037;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Proteção
LC02038;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Problemas de refugiados
LC02039;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Grupos de autoajuda
LC02040;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Serviço Social. Trabalho social. Organização e prática de caridade
LC02041;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - A igreja e a caridade
LC02042;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Hábito de fumar
LC02043;Ciências Sociais - Patologia social. Bem-estar social e público. Criminologia - Mulheres e caridade
LC02044;Ciências Sociais - Ciências Sociais (Geral)
LC02045;Ciências Sociais - Socialismo. Comunismo. Anarquismo
LC02046;Ciências Sociais - Socialismo. Comunismo. Anarquismo - Anarquismo
LC02047;Ciências Sociais - Socialismo. Comunismo. Anarquismo - Comunismo: socialismo utópico
LC02048;Ciências Sociais - Socialismo. Comunismo. Anarquismo - Comunismo / socialismo em relação a tópicos especiais
LC02049;Ciências Sociais - Socialismo. Comunismo. Anarquismo - Utopias. O estado ideal
LC02050;Ciências Sociais - Sociedades: secretas
LC02051;Ciências Sociais - Sociedades: secretas
LC02052;Ciências Sociais - Sociedades: secretas
LC02053;Ciências Sociais - Sociedades: secretas
LC02054;Ciências Sociais - Sociedades: secretas
LC02055;Ciências Sociais - Sociedades: secretas
LC02056;Ciências Sociais - Sociedades: secretas
LC02057;Ciências Sociais - Sociedades: secretas
LC02058;Ciências Sociais - Sociologia (Geral)
LC02059;Ciências Sociais - Sociologia (Geral) - Cultura
LC02060;Ciências Sociais - Sociologia (Geral) - Comportamento desviante. Desvio social
LC02061;Ciências Sociais - Sociologia (Geral) - Grupos e organizações
LC02062;Ciências Sociais - Sociologia (Geral) - História da sociologia. História da teoria sociológica
LC02063;Ciências Sociais - Sociologia (Geral) - Mudança social
LC02064;Ciências Sociais - Sociologia (Geral) - Controle social
LC02065;Ciências Sociais - Sociologia (Geral) - Instituições sociais
LC02066;Ciências Sociais - Sociologia (Geral) - Psicologia Social
LC02067;Ciências Sociais - Sociologia (Geral) - Estrutura social
LC02068;Ciências Sociais - Sociologia (Geral) - Sistemas sociais
LC02069;Ciências Sociais - Sociologia (Geral) - Teoria. Método. Relações com outros assuntos
LC02070;Ciências Sociais - Sociologia (Geral) - Estes são números obsoletos que não são mais usados ??pela Biblioteca do Congresso
LC02071;Ciências Sociais - Estatísticas
LC02072;Ciências Sociais - Estatísticas - Registro de eventos vitais. Registros vitais
LC02073;Ciências Sociais - Estatísticas - Dados estatísticos
LC02074;Ciências Sociais - Estatísticas - Serviços estatísticos. Escritórios de estatística
LC02075;Ciências Sociais - Estatísticas - Teoria e método das estatísticas das ciências sociais
LC02076;Ciências Sociais - Família. Casamento. Mulher
LC02077;Ciências Sociais - Família. Casamento. Mulher - Erotica
LC02078;Ciências Sociais - Família. Casamento. Mulher - Habilidade de vida. Habilidades de enfrentamento. Habilidades para a vida cotidiana
LC02079;Ciências Sociais - Família. Casamento. Mulher - Estilo de vida
LC02080;Ciências Sociais - Família. Casamento. Mulher - Homens
LC02081;Ciências Sociais - Família. Casamento. Mulher - Papel sexual
LC02082;Ciências Sociais - Família. Casamento. Mulher - Vida sexual
LC02083;Ciências Sociais - Família. Casamento. Mulher - Tanatologia. Morte. Morrendo
LC02084;Ciências Sociais - Família. Casamento. Mulher - A família. Casamento. Casa
LC02085;Ciências Sociais - Família. Casamento. Mulher - Mulheres. Feminismo
LC02086;Ciências Sociais - Transporte e comunicações
LC02087;Ciências Sociais - Transporte e comunicações - Transporte aéreo. Companhias aéreas
LC02088;Ciências Sociais - Transporte e comunicações - Telecomunicações artificiais por satélite
LC02089;Ciências Sociais - Transporte e comunicações - Transporte automotivo
LC02090;Ciências Sociais - Transporte e comunicações - Setor de serviços de telefonia celular. Setor de telefonia sem fio
LC02091;Ciências Sociais - Transporte e comunicações - serviço expresso
LC02092;Ciências Sociais - Transporte e comunicações - Balsas
LC02093;Ciências Sociais - Transporte e comunicações - Frete (geral)
LC02094;Ciências Sociais - Transporte e comunicações - Serviço de mensageiro
LC02095;Ciências Sociais - Transporte e comunicações - Tráfego de passageiros (geral)
LC02096;Ciências Sociais - Transporte e comunicações - Serviço pneumático
LC02097;Ciências Sociais - Transporte e comunicações - Serviço postal. Selos. Filatelia
LC02098;Ciências Sociais - Transporte e comunicações - Ferrovias. Sistemas de trânsito rápido
LC02099;Ciências Sociais - Transporte e comunicações - Sinalização
LC02100;Ciências Sociais - Transporte e comunicações - Linhas de palco
LC02101;Ciências Sociais - Transporte e comunicações - Indústria de telecomunicações. Telégrafo
LC02102;Ciências Sociais - Transporte e comunicações - Indústria de telefonia
LC02103;Ciências Sociais - Transporte e comunicações - Engenharia de Tráfego. Estradas e rodovias. Ruas
LC02104;Ciências Sociais - Transporte e comunicações - Geografia de transporte. Rotas comerciais
LC02105;Ciências Sociais - Transporte e comunicações - Transporte urbano
LC02106;Ciências Sociais - Transporte e comunicações - Transportede água
LC02107;Tecnologia
LC02108;Tecnologia - Transporte e comunicações
LC02109;Tecnologia - Engenharia de ponte
LC02110;Tecnologia - Construção civil
LC02111;Tecnologia - Construção civil - Engenharia Arquitetônica. Engenharia estrutural de edifícios
LC02112;Tecnologia - Construção civil - Edifícios: construção com referência ao uso
LC02113;Tecnologia - Construção civil - Construção por fase da obra (Negociação de edifícios)
LC02114;Tecnologia - Construção civil - Equipamento de construção em edifícios
LC02115;Tecnologia - Construção civil - Decoração e mobiliário decorativo
LC02116;Tecnologia - Construção civil - Detalhes no projeto e construção de edifícios
LC02117;Tecnologia - Construção civil - Engenharia ambiental de edifícios. Engenharia Sanitária de edifícios
LC02118;Tecnologia - Construção civil - Aquecimento e ventilação. Ar condicionado
LC02119;Tecnologia - Construção civil - Iluminação
LC02120;Tecnologia - Construção civil - Manutenção e reparo
LC02121;Tecnologia - Construção civil - Encanamento 
LC02122;Tecnologia - Construção civil - Proteção de edifícios
LC02123;Tecnologia - Construção civil - Sistemas de construção civil
LC02124;Tecnologia - Tecnologia química
LC02125;Tecnologia - Tecnologia química - Biotecnologia
LC02126;Tecnologia - Tecnologia química - Indústrias de cimento
LC02127;Tecnologia - Tecnologia química - Engenharia Química
LC02128;Tecnologia - Tecnologia química - Produtos químicos: fabricação
LC02129;Tecnologia - Tecnologia química - Indústrias de argila. Cerâmica. Vidro
LC02130;Tecnologia - Tecnologia química - Explosivos e pirotecnia
LC02131;Tecnologia - Tecnologia química - Indústrias de fermentação. Bebidas. Álcool
LC02132;Tecnologia - Tecnologia química - Processamento e fabricação de alimentos
LC02133;Tecnologia - Tecnologia química - Combustível
LC02134;Tecnologia - Tecnologia química - Indústria de gás
LC02135;Tecnologia - Tecnologia química - Indústrias de iluminação (não elétricas)
LC02136;Tecnologia - Tecnologia química - Eletroquímica industrial
LC02137;Tecnologia - Tecnologia química - Engenharia de baixa temperatura. Engenharia criogênica. Refrigeração
LC02138;Tecnologia - Tecnologia química - Óleos
LC02139;Tecnologia - Tecnologia química - Tintas
LC02140;Tecnologia - Tecnologia química - Polímeros e fabricação de polímeros
LC02141;Tecnologia - Tecnologia química - Branqueamento
LC02142;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear
LC02143;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Aplicações de energia elétrica
LC02144;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Distribuição ou transmissão de energia elétrica
LC02145;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Máquinas dínamoelétricas e auxiliares
LC02146;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Aparelhos e materiais elétricos. Circuitos elétricos. Redes elétricas
LC02147;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Aquecimento elétrico
LC02148;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Iluminação elétrica
LC02149;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Medidores elétricos
LC02150;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Eletricidade para amadores. Manuais de construtores amadores
LC02151;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Eletrônicos
LC02152;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Engenharia Nuclear. Energia atômica
LC02153;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Produção de energia elétrica. Usinas elétricas. Estações centrais
LC02154;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Produção de eletricidade por conversão direta de energia
LC02155;Tecnologia - Engenharia Elétrica. Eletrônicos. Engenharia Nuclear - Telecomunicação
LC02156;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral)
LC02157;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Acústica em engenharia. Engenharia acústica
LC02158;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Óptica aplicada. Fotônica
LC02159;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Bioengenharia
LC02160;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Desastres e engenharia
LC02161;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Terraplenagem. Fundações
LC02162;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Design de engenharia
LC02163;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Economia de engenharia
LC02164;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Geologia de engenharia. Mecânica das rochas. Mecânica dos Solos. Construção subterrânea
LC02165;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Instrumentos de engenharia
LC02166;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Máquinas
LC02167;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Matemática de engenharia. Análise de engenharia
LC02168;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Meteorologia de engenharia
LC02169;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Engenharia Ambiental
LC02170;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Engenharia humana
LC02171;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Gestão de obras de engenharia
LC02172;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Materiais de engenharia e construção. Mecânica de Materiais
LC02173;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Mecânica da engenharia. Mecânica aplicada
LC02174;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Engenharia de plasma. Dinâmica de plasma aplicada
LC02175;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Engenharia estrutural (Geral)
LC02176;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Topografia
LC02177;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Engenharia de sistemas
LC02178;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Engenharia de transporte
LC02179;Tecnologia - Engenharia (Geral). Engenharia Civil (Geral) - Tunelamento. Túneis
LC02180;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária
LC02181;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Efeitos ambientais de indústrias e fábricas
LC02182;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Poluição ambiental
LC02183;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Proteção ambiental
LC02184;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Substâncias perigosas e sua eliminação
LC02185;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Saneamento industrial e fabril
LC02186;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Engenharia sanitária de baixa temperatura
LC02187;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Engenharia municipal
LC02188;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Lixo municipal. Resíduos sólidos
LC02189;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Engenharia sanitária rural e agrícola
LC02190;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Sistemas de coleta e disposição de esgoto. Sistema de esgoto
LC02191;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Tipos especiais de ambiente
LC02192;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Limpeza de ruas. Lixo e sua remoção
LC02193;Tecnologia - Tecnologia Ambiental. Engenharia Sanitária - Abastecimento de água para fins domésticos e industriais
LC02194;Tecnologia - Artesanato. Artes e ofícios
LC02195;Tecnologia - Artesanato. Artes e ofícios - Artigos para crianças
LC02196;Tecnologia - Artesanato. Artes e ofícios - Fabricação de roupas. Costura. Alfaiataria
LC02197;Tecnologia - Artesanato. Artes e ofícios - Cabeleireiro. Cultura da beleza. Trabalho de barbeiros
LC02198;Tecnologia - Artesanato. Artes e ofícios - Artes em casa. Artesanato para casa
LC02199;Tecnologia - Artesanato. Artes e ofícios - Torno 
LC02200;Tecnologia - Artesanato. Artes e ofícios - Lavanderia
LC02201;Tecnologia - Artesanato. Artes e ofícios - Treinamento manual. Oficinas escolares
LC02202;Tecnologia - Artesanato. Artes e ofícios - Metalurgia
LC02203;Tecnologia - Artesanato. Artes e ofícios - Pintura. Acabamento de madeira
LC02204;Tecnologia - Artesanato. Artes e ofícios - Móveis para casa
LC02205;Tecnologia - Artesanato. Artes e ofícios - Carpintaria. Fabricação de móveis. Estofamento
LC02206;Tecnologia - Engenharia Rodoviária. Estradas e calçadas
LC02207;Tecnologia - Engenharia Rodoviária. Estradas e calçadas - Detalhes de construção
LC02208;Tecnologia - Engenharia Rodoviária. Estradas e calçadas - Projeto de rodovia. Intercâmbios e cruzamentos
LC02209;Tecnologia - Engenharia Rodoviária. Estradas e calçadas - Engenharia de localização
LC02210;Tecnologia - Engenharia Rodoviária. Estradas e calçadas - Materiais para construção de estradas
LC02211;Tecnologia - Engenharia Rodoviária. Estradas e calçadas - Pavimentos e estradas pavimentadas
LC02212;Tecnologia - Engenharia Rodoviária. Estradas e calçadas - Instalações para pedestres
LC02213;Tecnologia - Engenharia Rodoviária. Estradas e calçadas - Desenvolvimento na estrada. Paisagismo
LC02214;Tecnologia - Engenharia Rodoviária. Estradas e calçadas - Ruas
LC02215;Tecnologia - Economia Doméstica
LC02216;Tecnologia - Economia Doméstica - Operação de construção e limpeza
LC02217;Tecnologia - Economia Doméstica - Culinária
LC02218;Tecnologia - Economia Doméstica - Serviço de sala de jantar
LC02219;Tecnologia - Economia Doméstica - Indústria de hospitalidade. Hotéis
LC02220;Tecnologia - Economia Doméstica - Moradia em casa móvel
LC02221;Tecnologia - Economia Doméstica - Nutrição. Alimentos e abastecimento de alimentos
LC02222;Tecnologia - Economia Doméstica - Viver em veículo recreacional
LC02223;Tecnologia - Economia Doméstica - Tabernas
LC02224;Tecnologia - Economia Doméstica - Casa
LC02225;Tecnologia - Engenharia Hidráulica
LC02226;Tecnologia - Engenharia Hidráulica - Canais e navegação interior. Vias navegáveis
LC02227;Tecnologia - Engenharia Hidráulica - Represas. Barragens
LC02228;Tecnologia - Engenharia Hidráulica - Operações preliminares gerais. Dragagem. Construção submarina
LC02229;Tecnologia - Engenharia Hidráulica - Portos e obras de proteção costeira. Engenharia costeira. Faróis
LC02230;Tecnologia - Engenharia Hidráulica - Engenharia de irrigação. Recuperação de terrenos baldios. Drenagem
LC02231;Tecnologia - Engenharia Hidráulica - Obras de proteção do rio. Regulamento. Controle de inundação
LC02232;Tecnologia - Engenharia Hidráulica - Engenharia de abastecimento de água
LC02233;Tecnologia - Engenharia Hidráulica - Hidráulica técnica
LC02234;Tecnologia - Fábrica. Manufaturas
LC02235;Tecnologia - Fábrica. Manufaturas - Alimentos para animais e fábricas de rações. Indústria de ração
LC02236;Tecnologia - Fábrica. Manufaturas - Produtos de origem animal
LC02237;Tecnologia - Fábrica. Manufaturas - Cereais e grãos. Indústria de moagem
LC02238;Tecnologia - Fábrica. Manufaturas - Peles
LC02239;Tecnologia - Fábrica. Manufaturas - Indústrias de couro. Bronzeamento
LC02240;Tecnologia - Fábrica. Manufaturas - Manufaturas de metal. Metalurgia
LC02241;Tecnologia - Fábrica. Manufaturas - Embalagem
LC02242;Tecnologia - Fábrica. Manufaturas - Fabricação e comércio de papel
LC02243;Tecnologia - Fábrica. Manufaturas - Gerenciamento de Produção. Gerenciamento de operações
LC02244;Tecnologia - Fábrica. Manufaturas - Indústria da borracha
LC02245;Tecnologia - Fábrica. Manufaturas - Cantaria
LC02246;Tecnologia - Fábrica. Manufaturas - Indústrias têxteis
LC02247;Tecnologia - Fábrica. Manufaturas - Industria do tabaco
LC02248;Tecnologia - Fábrica. Manufaturas - Tecnologia de madeira. Madeira serrada
LC02249;Tecnologia - Engenharia Mecânica e maquinário
LC02250;Tecnologia - Engenharia Mecânica e maquinário - Maquinário agrícola. Maquinário de Fazenda
LC02251;Tecnologia - Engenharia Mecânica e maquinário - Sistemas de engenharia de controle. Maquinaria automática (Geral)
LC02252;Tecnologia - Engenharia Mecânica e maquinário - Conservação de energia
LC02253;Tecnologia - Engenharia Mecânica e maquinário - Motores térmicos
LC02254;Tecnologia - Engenharia Mecânica e maquinário - Máquinas de elevação e transporte
LC02255;Tecnologia - Engenharia Mecânica e maquinário - Maquinário hidráulico
LC02256;Tecnologia - Engenharia Mecânica e maquinário - Máquinas de elevação e prensagem
LC02257;Tecnologia - Engenharia Mecânica e maquinário - Construção de máquina (Geral)
LC02258;Tecnologia - Engenharia Mecânica e maquinário - Projeto e desenho da máquina
LC02259;Tecnologia - Engenharia Mecânica e maquinário - Oficinas de máquinas e prática de oficina de máquina
LC02260;Tecnologia - Engenharia Mecânica e maquinário - Maquinário exclusivo de motores principais
LC02261;Tecnologia - Engenharia Mecânica e maquinário - Dispositivos mecânicos e figuras. Autômatos. Mecanismos engenhosos. Robôs (Geral)
LC02262;Tecnologia - Engenharia Mecânica e maquinário - Movimentos mecânicos
LC02263;Tecnologia - Engenharia Mecânica e maquinário - Mecânica aplicada a máquinas. Dinâmica
LC02264;Tecnologia - Engenharia Mecânica e maquinário - Diversos motores e engrenagens
LC02265;Tecnologia - Engenharia Mecânica e maquinário - Maquinaria pneumática
LC02266;Tecnologia - Engenharia Mecânica e maquinário - Recursos de energia
LC02267;Tecnologia - Engenharia Mecânica e maquinário - Fontes de energia renováveis
LC02268;Tecnologia - Engenharia Mecânica e maquinário - Máquinas de costura
LC02269;Tecnologia - Engenharia Mecânica e maquinário - Engenharia a vapor
LC02270;Tecnologia - Engenharia Mecânica e maquinário - Turbinas (Geral)
LC02271;Tecnologia - Engenharia Mecânica e maquinário - Tecnologia de vácuo
LC02272;Tecnologia - Engenharia de Minas. Metalurgia
LC02273;Tecnologia - Engenharia de Minas. Metalurgia - Pedras de construção e ornamentais
LC02274;Tecnologia - Engenharia de Minas. Metalurgia - Metalurgia
LC02275;Tecnologia - Engenharia de Minas. Metalurgia - Transporte
LC02276;Tecnologia - Engenharia de Minas. Metalurgia - Depósitos minerais. Depósitos de minério metálico. Prospecção
LC02277;Tecnologia - Engenharia de Minas. Metalurgia - Minerais não metálicos
LC02278;Tecnologia - Engenharia de Minas. Metalurgia - Depósitos de minério e mineração de metais específicos
LC02279;Tecnologia - Engenharia de Minas. Metalurgia - Operações de mineração práticas. Medidas de segurança
LC02280;Tecnologia - Veículos motorizados. Aeronáutica. Astronáutica
LC02281;Tecnologia - Veículos motorizados. Aeronáutica. Astronáutica - Aeronáutica. Engenharia Aeronáutica
LC02282;Tecnologia - Veículos motorizados. Aeronáutica. Astronáutica - Astronáutica. Viagem ao espaço
LC02283;Tecnologia - Veículos motorizados. Aeronáutica. Astronáutica - Veículos motorizados. Ciclos
LC02284;Tecnologia - Veículos motorizados. Aeronáutica. Astronáutica - Propulsão de foguete. Foguetes
LC02285;Tecnologia - Engenharia Oceânica
LC02286;Tecnologia - Fotografia
LC02287;Tecnologia - Fotografia - Fotografia aplicada
LC02288;Tecnologia - Fotografia - Máquinas fotográficas
LC02289;Tecnologia - Fotografia - Cinematografia. Filmes
LC02290;Tecnologia - Fotografia - Fotografia colorida
LC02291;Tecnologia - Fotografia - Iluminação
LC02292;Tecnologia - Fotografia - Processamento fotográfico. Técnica de câmara escura
LC02293;Tecnologia - Fotografia - Processos fotomecânicos
LC02294;Tecnologia - Fotografia - Estúdio e laboratório
LC02295;Tecnologia - Fotografia - Transparências. Diapositivos
LC02296;Tecnologia - Engenharia e operação ferroviária
LC02297;Tecnologia - Engenharia e operação ferroviária - Ferrovias elétricas
LC02298;Tecnologia - Engenharia e operação ferroviária - Transporte terrestre de alta velocidade
LC02299;Tecnologia - Engenharia e operação ferroviária - Ferrovias locais e leves
LC02300;Tecnologia - Engenharia e operação ferroviária - Construção ferroviária
LC02301;Tecnologia - Engenharia e operação ferroviária - Equipamento e suprimentos ferroviários
LC02302;Tecnologia - Engenharia e operação ferroviária - Operação e gestão ferroviária
LC02303;Tecnologia - Tecnologia (Geral)
LC02304;Tecnologia - Tecnologia (Geral) - Comunicação de informações técnicas
LC02305;Tecnologia - Tecnologia (Geral) - Exposições. Feiras. Feiras mundiais
LC02306;Tecnologia - Tecnologia (Geral) - Diretórios industriais
LC02307;Tecnologia - Tecnologia (Geral) - Engenharia Industrial. Engenharia de gerência
LC02308;Tecnologia - Tecnologia (Geral) - Pesquisa industrial. Pesquisa e desenvolvimento
LC02309;Tecnologia - Tecnologia (Geral) - Desenho mecânico. Gráficos de engenharia
LC02310;Tecnologia - Tecnologia (Geral) - Patentes. Marcas Registradas
LC02311;Tecnologia - Tecnologia (Geral) - Educação técnica. Escolas técnicas
LC02312;Tecnologia - Tecnologia (Geral) - Mudança tecnológica
